measures,8,,,,,
beats,3,,,,,
divisions,2,,,,,
minTempo,80,,,,,
maxTempo,120,,,,,
swing,0,,,,,
38,62,72,72,100,,80
,66,,,,,80
,69,,,,,80
,72,76,76,,95,80
,69,,,,,80
33,66,,,90,,80
38,62,69,69,100,,80
,66,,,,,80
,69,,,,,80
,72,72,72,,95,80
,69,,,,,80
38,66,,,90,,80
31,55,76,76,100,,80
,59,,,,,80
,62,74,74,,,80
,67,79,79,,95,80
,62,,,,,80
31,59,71,71,90,,80
31,55,79,79,100,,80
,59,,,,,80
,62,,,,,80
,67,72,72,,95,80
,62,,,,,80
36,59,,,90,,80
38,62,72,72,100,,80
,66,,,,,80
,69,,,,,80
,72,76,76,,95,80
,69,,,,,80
33,66,,,90,,80
38,62,69,69,100,,80
,66,,,,,80
,69,,,,,80
,72,72,72,90,95,80
,69,,,,,80
38,66,,,90,,80
31,55,76,76,100,,80
,59,,,,,80
,62,74,74,,,80
,67,79,79,90,95,80
,62,,,,,80
31,59,71,71,90,,80
31,55,74,74,100,,80
,59,,,,,80
,62,,,,,80
,67,,,,95,80
,62,,,,,80
30,59,,,90,,80
