measures,16,,,,,
beats,3,,,,,
divisions,2,,,,,
minTempo,140,,,,,
maxTempo,180,,,,,
swing,0,,,,,
33,69,72,72,100,,90
,,,,,,
,,,,,,10
,,,,,,
35,71,74,74,90,,70
,,,,,,
36,72,76,76,100,,90
,,,,,,
,,,,,,10
,74,78,78,,,
38,72,76,76,90,,70
,,,,,,
31,71,74,74,100,,90
,,,,,,
,,,,,,10
,,,,,,
28,67,71,71,90,,70
,,,,,,
31,64,67,67,100,,90
,,,,,,
,,,,,,10
,65,69,69,,,
32,67,71,71,90,,70
,,,,,,
33,69,72,72,100,,90
,,,,,,
,,,,,,10
,,,,,,
33,65,69,69,90,,70
,,,,,,
29,65,69,69,100,,90
,,,,,,
,,,,,,10
,64,68,68,,,
29,65,69,69,90,,70
,,,,,,
28,68,71,71,100,,90
,,,,,,
,,,,,,10
,,,,,,
,64,68,68,90,,70
,,,,,,
28,76,64,64,100,,90
,,,,,,
,,,,,,10
,,,,,,
32,64,69,69,90,,70
,,,,,,
33,69,72,72,100,,90
,,,,,,
,,,,,,10
,,,,,,
35,71,74,74,90,,70
,,,,,,
36,72,76,76,100,,90
,,,,,,
,,,,,,10
,74,78,78,,,
38,72,76,76,90,,70
,,,,,,
31,71,74,74,100,,90
,,,,,,
,,,,,,10
,,,,,,
28,67,71,71,90,,70
,,,,,,
31,64,67,67,100,,90
,,,,,,
,66,69,69,,,10
,,,,,,
32,68,71,71,90,,70
,,,,,,
33,76,72,72,100,,90
,,,,,,
31,74,71,71,,,10
,,,,,,
29,72,69,69,90,,70
,,,,,,
28,71,68,68,100,,90
,,,,,,
30,69,64,64,,,10
,,,,,,
32,71,68,68,90,,70
,,,,,,
33,73,69,69,100,,90
,,,,,,
,,,,,,10
45,,,,,,
33,,,,90,,70
,,,,,,
33,73,69,69,100,,90
,,,,,,
,,,,,,10
45,,,,,,
33,64,69,69,90,,70
,,,,,,
