measures,16,,,,,
beats,3,,,,,
divisions,2,,,,,
minTempo,140,,,,,
maxTempo,180,,,,,
swing,0,,,,,
36,72,67,67,100,,90
,,,,,,
,,,,,,90
,,,,,,
31,,,,90,,90
,,,,,,
36,72,67,67,100,,90
,,,,,,
38,,,,,,90
,71,66,66,,,
40,69,64,64,90,,90
,,,,,,
31,67,62,62,100,,90
,,,,,,
,,,,,,90
,,,,,,
27,64,59,59,90,,90
,,,,,,
31,71,55,55,100,,90
,,,,,,
33,,,,,,90
,72,57,57,,,
35,74,59,59,90,,90
,,,,,,
33,76,60,60,100,,90
,,,,,,
,,,,,,90
45,,,,,,
33,72,57,57,90,,90
,,,,,,
29,72,57,57,100,,90
,,,,,,
,,,,,,90
41,71,56,56,,,
29,72,57,57,90,,90
,,,,,,
28,74,59,59,100,,90
,,,,,,
,,,,,,90
40,,,,,,
28,71,56,56,90,,90
,,,,,,
28,68,52,52,100,,90
,,,,,,
30,,,,,,90
,,,,,,
32,,,,90,,90
,,,,,,
36,72,67,67,100,,90
,,,,,,
,,,,,,90
,,,,,,
31,,,,90,,90
,,,,,,
36,72,67,67,100,,90
,,,,,,
,,,,,,90
38,71,66,66,,,
40,69,64,64,90,,90
,,,,,,
31,71,62,62,100,,90
,,,,,,
,,,,,,90
,,,,,,
28,67,59,59,90,,90
,,,,,,
31,64,55,55,100,,90
,,,,,,
33,66,57,57,,,90
,,,,,,
35,68,59,59,90,,90
,,,,,,
33,76,60,60,100,,90
,,,,,,
31,74,59,59,,,90
,,,,,,
29,72,57,57,90,,90
,,,,,,
28,71,56,56,100,,90
,,,,,,
30,69,54,54,,,90
,,,,,,
32,71,56,56,90,,90
,,,,,,
33,73,59,59,100,,90
,,,,,,
,,,,,,90
45,,,,,,
33,,,,90,,90
,,,,,,
33,73,59,59,100,,90
,,,,,,
,,,,,,90
45,,,,,,
33,,,,90,,90
,,,,,,
