65,69,65,69
77,0,69,57
65,0,72,69
77,65,69,72
0,0,72,60
69,62,77,72
70,60,72,77
71,0,0,65
72,0,64,76
84,67,76,64
72,0,79,76
0,64,67,75
0,0,79,63
74,60,76,75
75,58,70,74
76,0,0,0
77,69,69,72
89,0,0,60
77,0,0,0
0,70,67,69
0,0,0,57
76,71,0,0
75,72,65,65
74,72,0,77
72,0,67,0
84,73,0,73
0,0,0,85
74,74,65,74
86,0,0,0
0,75,0,75
69,76,64,76
0,0,0,0
65,69,65,69
77,0,0,81
65,0,0,0
0,65,69,72
0,0,0,60
69,62,0,72
70,60,72,77
71,0,0,0
72,0,64,76
84,67,0,64
72,0,0,76
0,64,67,75
0,0,0,63
74,60,0,75
75,58,70,74
76,0,0,62
77,69,69,72
89,0,0,60
77,0,0,0
0,70,67,69
0,0,0,57
76,71,0,69
75,72,65,65
74,72,0,53
72,0,67,65
84,73,0,73
0,0,0,61
74,74,65,74
86,0,0,86
0,75,0,75
69,76,64,76
0,0,0,0
