measures,8,,,,,
beats,4,,,,,
divisions,2,,,,,
minTempo,140,,,,,
maxTempo,200,,,,,
swing,1,,,,,
69,69,61,64,100,,90
0,67,0,0,,,90
0,69,0,0,,,90
73,67,64,67,,,90
0,0,0,0,,90,90
0,0,0,0,,,90
76,69,67,70,,,90
0,67,0,0,90,,90
0,69,0,0,90,,90
79,67,69,69,90,,90
0,0,0,0,,,90
0,0,0,0,,,90
77,69,73,74,,90,90
0,67,0,0,,,90
76,69,74,76,,,90
0,0,0,0,90,,90
74,69,76,77,90,,90
0,0,0,0,90,,90
0,0,0,0,,,90
77,65,77,79,,,90
0,0,0,0,,90,90
0,0,0,0,,,90
81,62,76,81,,,90
0,0,0,0,90,,90
0,0,0,0,90,,90
77,65,74,0,90,,90
0,0,0,77,,,90
0,0,0,0,,,90
74,69,76,74,,90,90
0,0,0,0,,,90
72,72,77,77,,,90
0,0,0,0,90,,90
71,65,81,74,90,,90
0,0,0,0,90,,90
0,0,0,0,,,90
74,62,80,73,,,90
0,0,0,0,,90,90
0,59,0,0,,,90
77,55,79,74,,,90
0,0,0,0,90,,90
67,0,0,0,90,,90
0,65,81,74,90,,90
0,0,0,0,,,90
71,62,83,76,,,90
0,0,0,0,,90,90
0,59,82,75,,,90
74,53,81,74,,,90
0,0,0,0,90,,90
72,64,79,72,90,,90
0,0,0,0,90,,90
0,0,0,0,,,90
76,60,76,69,,,90
0,0,0,0,,90,90
0,57,0,0,,,90
79,55,72,67,,,90
0,0,0,0,90,,90
0,0,67,0,90,,90
81,64,79,72,90,,90
0,0,0,0,,,90
0,60,81,74,,,90
79,0,0,0,,90,90
0,57,80,76,,,90
76,55,79,74,,,90
0,0,0,0,90,,90
