65,69,65,69
0,0,0,0
0,0,0,0
0,65,69,72
0,0,0,0
69,62,0,0
70,60,72,77
71,0,0,0
72,0,64,76
0,67,0,0
0,0,0,0
0,64,67,75
0,0,0,0
74,60,0,0
75,58,70,74
76,0,0,0
77,69,69,72
0,0,0,0
0,0,0,0
0,70,67,69
0,0,0,0
76,71,0,0
75,72,65,65
74,72,0,0
72,0,67,0
0,73,0,73
0,0,0,0
74,74,65,74
0,0,0,0
0,75,0,75
69,76,64,76
0,0,0,0
65,69,65,69
0,0,0,0
0,0,0,0
0,65,69,72
0,0,0,0
69,62,0,0
70,60,72,77
71,0,0,0
72,0,64,76
0,67,0,0
0,0,0,0
0,64,67,75
0,0,0,0
74,60,0,0
75,58,70,74
76,0,0,0
77,69,69,72
0,0,0,0
0,0,0,0
0,70,67,69
0,0,0,0
76,71,0,0
75,72,65,65
74,72,0,0
72,0,67,0
0,73,0,73
0,0,0,0
74,74,65,74
0,0,0,0
0,75,0,75
69,76,64,76
0,0,0,0
