65,69,65,69
0,0,0,0
69,0,0,0
0,65,69,72
70,0,0,0
0,62,0,0
71,60,72,77
70,0,0,0
72,0,64,76
0,67,0,0
74,0,0,0
0,64,67,75
75,0,0,0
0,60,0,0
76,58,70,74
75,0,0,0
77,69,69,72
0,0,0,0
76,0,0,0
0,70,67,69
75,0,0,0
0,71,0,0
74,72,65,65
73,72,0,0
72,0,67,0
0,73,0,73
70,0,0,0
0,74,65,74
69,0,0,0
0,75,0,75
67,76,64,76
0,0,0,0
65,69,65,69
0,0,0,0
74,0,0,0
0,65,69,72
75,0,0,0
0,62,0,0
76,60,72,77
71,0,0,0
72,0,64,76
0,67,0,0
71,0,0,0
0,64,67,75
72,0,0,0
0,60,0,0
73,58,70,74
0,0,0,0
65,69,69,72
0,0,0,0
69,0,0,0
0,70,67,69
70,0,0,0
0,71,0,0
71,72,65,65
70,72,0,0
72,0,67,0
0,73,0,73
70,0,0,0
0,74,65,74
69,0,0,0
0,75,0,75
65,76,64,76
0,0,0,0
