measures,8,,,,,
beats,4,,,,,
divisions,2,,,,,
minTempo,100,,,,,
maxTempo,140,,,,,
swing,0,,,,,
36,36,76,72,100,,90
,40,,,,,20
,43,,,,20,80
36,48,75,71,90,,20
36,36,76,72,90,,90
,40,,,,,20
40,43,79,76,50,50,80
41,48,,,,,20
43,43,78,74,100,,90
,47,,,,,20
,50,,,,20,80
43,53,77,73,90,,20
43,43,78,74,90,,90
,47,,,,,20
43,50,79,76,50,50,80
,53,78,74,,,20
36,36,76,72,100,,90
,40,,,,,20
,43,,,,20,80
36,48,76,72,90,,20
36,36,79,76,90,,90
,40,,,,,20
38,43,71,79,50,50,80
40,48,,,,,20
41,41,72,81,100,,90
,44,,,,,20
,48,,,,20,80
41,53,,,90,,20
41,41,,,90,,90
,44,,,,,20
43,48,72,81,50,50,80
,53,,,,,20
36,36,76,79,100,,90
,40,,,,,20
,43,,,,20,80
36,48,72,76,90,,20
36,36,72,76,90,,90
,40,,,,,20
40,43,67,72,50,50,80
41,48,,,,,20
43,43,78,74,100,,90
,47,,,,,20
,50,,,,20,80
43,53,77,73,90,,20
43,43,78,74,90,,90
,47,,,,,20
43,50,79,76,,100,80
44,53,78,74,,,20
45,45,76,72,100,,90
,48,,,,,20
,52,,,,20,80
41,57,72,69,90,,20
41,45,72,69,90,,90
,48,,,,,20
41,52,71,67,50,50,80
43,57,72,69,,,20
36,36,76,72,100,90,90
,40,,,,,20
,43,,,,20,80
36,48,,,90,,20
36,36,,,90,,90
,40,,,,,20
31,43,79,67,50,50,80
,48,,,,,20
