12,63,55,72
0,0,0,0
0,0,0,63
0,0,0,0
0,0,79,84
12,63,0,0
0,65,51,101
15,67,0,0
10,74,65,94
0,0,0,0
0,73,85,98
0,74,62,0
0,77,65,106
0,73,86,0
0,74,101,98
10,77,0,0
8,72,63,104
0,73,97,0
0,72,60,99
0,75,87,0
8,78,99,104
0,80,107,0
0,83,72,84
0,84,0,0
8,87,87,104
0,83,71,0
0,84,0,84
0,87,75,0
8,80,75,92
0,78,0,0
0,0,0,88
0,74,66,0
8,75,104,72
0,0,94,0
0,0,0,92
0,82,0,0
8,80,92,84
0,0,75,0
0,75,0,104
0,0,87,0
10,74,101,70
0,77,0,0
0,73,77,0
0,74,61,98
10,74,65,94
0,74,0,98
0,72,0,0
10,0,86,82
12,72,72,60
0,75,60,0
12,79,0,108
0,0,67,0
12,0,91,60
0,78,66,0
0,79,103,96
10,77,77,0
12,79,67,96
14,81,93,0
15,82,106,96
17,84,72,0
19,74,67,72
24,67,0,0
0,0,79,103
0,0,96,108
