12,63,55,60
0,0,0,0
0,0,0,0
0,0,0,0
0,0,79,72
12,63,0,0
0,65,0,0
15,67,0,0
10,74,101,94
0,0,0,0
0,73,0,0
0,74,0,0
0,77,101,94
0,73,0,0
0,74,0,0
10,77,0,0
8,72,87,104
0,73,0,0
0,72,0,0
0,75,0,0
8,78,63,80
0,80,0,0
0,83,0,0
0,84,0,0
8,87,99,92
0,83,0,0
0,84,0,0
0,87,0,0
8,80,75,68
0,78,0,0
0,0,0,0
0,74,0,0
8,75,104,84
0,0,0,0
0,0,0,0
0,82,0,0
8,80,104,84
0,0,0,0
0,75,0,0
0,0,0,0
10,74,65,106
0,77,0,0
0,73,0,0
0,74,0,0
10,74,77,82
0,74,0,0
0,72,0,0
10,0,0,0
12,72,91,84
0,75,0,0
12,79,0,0
0,0,0,0
12,0,91,60
0,78,0,0
0,79,0,0
10,77,0,0
12,79,67,84
14,81,0,0
15,82,0,0
17,84,0,0
19,74,55,96
24,67,0,0
0,0,0,0
0,0,0,0
