5,68,72,99
0,0,0,0
0,0,0,0
5,68,60,63
0,0,0,0
0,0,0,0
5,68,84,89
0,0,0,0
7,70,62,67
0,0,0,0
0,0,0,0
7,70,98,103
0,0,0,0
0,0,0,0
7,70,86,79
0,0,0,0
12,63,67,96
12,63,91,96
0,0,0,0
12,63,91,84
0,0,0,0
12,63,55,60
0,0,0,0
0,0,0,0
12,63,55,72
0,0,0,0
0,0,0,0
12,63,91,72
0,0,0,0
0,0,0,0
12,63,55,96
0,0,0,0
5,68,60,75
0,0,0,0
0,0,0,0
5,68,60,87
0,0,0,0
0,0,0,0
5,68,96,101
0,0,0,0
7,70,62,79
0,0,0,0
0,0,0,0
7,70,98,79
0,0,0,0
0,0,0,0
5,68,60,87
0,0,0,0
0,0,0,0
0,63,67,82
0,0,0,0
0,0,0,0
5,68,72,89
0,0,0,0
7,70,62,67
0,0,0,0
7,70,86,103
0,0,0,0
7,70,98,79
0,0,0,0
0,63,79,82
0,0,0,0
7,70,98,103
0,0,0,0
