15,0,0,0
0,63,90,0
0,0,91,0
22,0,0,94
15,0,87,0
0,94,66,0
0,0,91,0
27,0,70,75
19,0,0,0
0,53,0,0
0,0,59,0
26,0,0,86
19,0,55,0
0,86,0,0
0,0,83,0
19,0,0,53
20,0,0,0
0,68,83,0
0,0,72,0
15,0,75,99
20,0,68,0
0,75,71,0
0,0,84,0
20,0,87,68
21,0,0,0
21,66,0,0
0,0,84,0
21,0,0,75
27,0,69,0
0,99,0,0
0,0,96,0
21,0,0,54
22,0,0,0
0,75,90,0
0,0,79,0
22,0,0,94
24,0,0,0
0,64,0,0
0,0,82,0
22,0,0,72
17,0,0,0
0,63,0,0
0,0,81,0
17,0,0,96
22,0,0,0
0,62,0,0
0,0,92,0
22,0,0,94
15,0,0,0
0,75,78,0
0,0,79,0
20,72,0,70
0,0,0,0
21,85,0,84
0,0,0,0
15,0,0,97
22,62,0,74
0,0,0,0
0,0,0,0
22,74,94,62
24,75,84,68
27,67,63,86
24,99,60,82
22,62,82,80
