15,79,75,0
15,87,0,0
0,67,0,70
15,51,0,72
15,55,87,0
15,51,0,75
0,67,51,0
22,75,0,60
15,55,51,0
15,87,0,58
0,55,51,0
22,63,0,78
15,91,0,91
15,51,0,70
0,79,0,72
15,94,0,94
15,79,75,0
15,75,0,0
0,67,0,70
15,75,0,96
15,91,87,0
15,51,0,75
0,91,51,0
22,51,0,84
15,91,87,0
15,75,0,94
0,67,51,0
22,82,0,94
27,0,0,91
27,87,0,101
27,91,0,99
26,82,0,96
24,103,96,0
24,84,0,79
0,67,99,0
24,84,0,72
24,91,96,0
24,72,0,103
0,91,75,0
17,96,0,72
24,79,96,0
24,72,0,91
0,87,63,0
17,79,0,84
24,0,96,0
24,60,0,103
0,75,99,0
24,103,0,72
24,67,72,0
24,60,0,67
0,103,75,0
24,96,0,108
24,67,60,0
24,60,0,91
0,67,99,0
17,60,0,96
24,103,96,0
24,96,0,91
0,0,63,0
17,84,0,72
24,75,0,110
24,91,0,108
24,0,0,103
26,0,87,0
